"best_anno","most_freq_anno","anno_score","was_loc","GeneID"
"H2BC21","H2BC21","2","Y","LOC113993610"
"CPSF1","CPSF1","2","Y","LOC113993656"
"TMOD2","TMOD2","3","Y","LOC113993707"
"BLOC1S6","BLOC1S6","5","N","BLOC1S6"
"NMRK2","NMRK2","2","Y","LOC113993716"
"USP8","LOC113993664","1","Y","LOC113993664"
"PDE8A","PDE8A","2","Y","LOC113993677"
"LARP4","LARP4","3","Y","LOC113993744"
"LARP4","LARP4","2","Y","LOC113993747"
"KANSL2","KANSL2","3","Y","LOC113993750"
"ANKS1B","ANKS1B","4","Y","LOC113993801"
"MAST2","LOC107050335","2","Y","LOC113993810"
"MEGF6","MEGF6","2","Y","LOC113993811"
"SHLD3","SHLD3","2","Y","LOC113993843"
"PLXNA4","PLXNA4","3","Y","LOC113993848"
"CARM1","CARM1","2","Y","LOC113993849"
"CLASRP","CLASRP","2","Y","LOC113993871"
"DBNDD2","DBNDD2","2","Y","LOC113993881"
"SYS1","SYS1","4","Y","LOC113993882"
"NEDD4","NEDD4","3","Y","LOC113993934"
"C11orf24","C11orf24","2","Y","LOC113994001"
"CCT4","CCT4","4","Y","LOC113994013"
"FAM161A","FAM161A","3","Y","LOC113994014"
"FRMD6","FRMD6","3","Y","LOC113994016"
"CACNA1B","LOC107049790","2","Y","LOC113994017"
"EHD2","EHD2","4","Y","LOC113994022"
"BICRA","BICRA","2","Y","LOC113994026"
"CXADR","CXADR","3","Y","LOC113994053"
"ZNF687","ZNF687","3","Y","LOC113994061"
"NME4","NME4","4","Y","LOC113994090"
"CORO7","CORO7","3","Y","LOC113994084"
"PHF8","PHF8","2","Y","LOC113994100"
"HUWE1","HUWE1","2","Y","LOC113994101"
"SEC24D","SEC24D","3","Y","LOC113994122"
"RHPN2","RHPN2","3","Y","LOC113994157"
"CIC","CIC","3","Y","LOC113994162"
"HYDIN","HYDIN","4","Y","LOC113994177"
"HYDIN","HYDIN","4","Y","LOC113994178"
"TESK1","TESK1","3","Y","LOC113994206"
"HIRA","HIRA","4","Y","LOC113994251"
"TMEM132B","TMEM132B","2","Y","LOC113994258"
"FAR2","FAR2","2","Y","LOC113994327"
"COL6A6","COL6A6","2","Y","LOC113994358"
"ZNRF2","LOC113994395","1","Y","LOC113994395"
"XIRP1","XIRP1","3","Y","LOC113994413"
"MAP3K3","LOC113994408","1","Y","LOC113994408"
"ZC3HC1","ZC3HC1","4","Y","LOC113994446"
"PDE11A","PDE11A","4","Y","LOC113994469"
"SCN2A","SCN2A","4","Y","LOC113994464"
"SCN2A","SCN2A","3","Y","LOC113994484"
"DDX19B","DDX19B","3","Y","LOC113994576"
"NBL1","NBL1","4","Y","LOC113994591"
"AKR7A2","AKR7A2","4","Y","LOC113994572"
"UBR4","UBR4","2","Y","LOC113994587"
"PDE1B","PDE1B","3","Y","LOC113994592"
"RBPJ","RBPJ","3","Y","LOC113994594"
"BLM","BLM","3","Y","LOC113994637"
"LRRC37A","LRRC37A","2","Y","LOC113994709"
"LRRC37A","LRRC37A","2","Y","LOC113994725"
"SLC35E4","SLC35E4","4","Y","LOC113994735"
"TTC39B","TTC39B","3","Y","LOC113994745"
"MYO10","MYO10","2","Y","LOC113994781"
"KSR2","KSR2","3","Y","LOC113994798"
"PCDH11X","PCDH11X","2","Y","LOC113994803"
"KCNJ9","KCNJ9","2","Y","LOC113994843"
"ASIC1","ASIC1","4","Y","LOC113994845"
"ERCC6L","ERCC6L","4","Y","LOC113994854"
"DTX2","DTX2","3","Y","LOC113994897"
"UPK3B","UPK3B","3","Y","LOC113994933"
"SPNS3","SPNS3","3","Y","LOC113994884"
"LDB3","LDB3","3","Y","LOC113994997"
"TBCK","TBCK","4","Y","LOC113995005"
"NRXN1","NRXN1","3","Y","LOC113995009"
"TUBA4A","TUBA4A","2","Y","LOC113995052"
"SEC22B","SEC22B","4","Y","LOC113995123"
"FMO5","FMO5","2","Y","LOC113995104"
"PRRC2C","PRRC2C","3","Y","LOC113995111"
"FAM208B","LOC113995132","1","Y","LOC113995132"
"GDI2","GDI2","3","Y","LOC113995129"
"ANKRD16","ANKRD16","4","Y","LOC113995130"
"LRGUK","LRGUK","3","Y","LOC113995134"
"EXOC4","EXOC4","4","Y","LOC113995133"
"CNGA4","CNGA4","3","Y","LOC113995135"
"CYP1B1","CYP1B1","4","Y","LOC113995301"
"TTK","TTK","4","Y","LOC113995261"
"SORCS1","SORCS1","3","Y","LOC113995342"
"CPS1","LOC113995499","1","Y","LOC113995499"
"MGAT1","MGAT1","4","Y","LOC113995593"
"ZNRD1","LOC113995599","1","Y","LOC113995599"
"RWDD4","RWDD4","3","Y","LOC113995614"
"MLLT6","MLLT6","3","Y","LOC113995618"
"CLOCK","CLOCK","5","N","CLOCK"
"CENPC","CENPC","2","Y","LOC113995676"
"RTN4","RTN4","4","Y","LOC113995680"
"CHTF18","CHTF18","4","Y","LOC113995758"
"RPUSD1","RPUSD1","3","Y","LOC113995736"
"MSLN","MSLN","4","Y","LOC113995737"
"HAGH","HAGH","4","Y","LOC113995717"
"HAGH","HAGH","4","Y","LOC113995716"
"FHAD1","FHAD1","4","Y","LOC113995862"
"FHAD1","FHAD1","4","Y","LOC113995866"
"NPPA","NPPA","3","Y","LOC113995868"
"FBXO6","FBXO6","2","Y","LOC113995895"
"RERGL","RERGL","4","Y","LOC113995914"
"ATAD2","ATAD2","3","Y","LOC113995948"
"CNTNAP4","CNTNAP4","3","Y","LOC113995955"
"PAXBP1","PAXBP1","4","Y","LOC113995956"
"ABCA8","ABCA8","2","Y","LOC113995970"
"DHX16","DHX16","2","Y","LOC113995977"
"MCOLN1","MCOLN1","4","Y","LOC113995988"
"KDM4B","KDM4B","3","Y","LOC113995992"
"NELL2","NELL2","4","Y","LOC113995995"
"NRF1","NRF1","4","Y","LOC113996044"
"UBE2D2","UBE2D2","3","Y","LOC113996048"
"SLC35A4","SLC35A4","3","Y","LOC113996053"
"DOCK2","DOCK2","4","Y","LOC113996056"
"MC4R","MC4R","4","Y","LOC113996062"
"FABP3","FABP3","3","Y","LOC113996085"
"PROKR1","PROKR1","2","Y","LOC113996113"
"ARAP1","LOC113996134","1","Y","LOC113996134"
"FOLR1","FOLR1","4","Y","LOC113996127"
"GCGR","LOC113996139","1","Y","LOC113996139"
"ADCYAP1R1","ADCYAP1R1","4","Y","LOC113996140"
"NRF1","NRF1","4","Y","LOC113996145"
"UBE2H","UBE2H","4","Y","LOC113996144"
"MYZAP","MYZAP","2","Y","LOC113996160"
"MID2","MID2","2","Y","LOC113996188"
"EPHB1","EPHB1","2","Y","LOC113996192"
"EIF4A1","EIF4A1","2","Y","LOC113996193"
"CD3D","CD3D","3","Y","LOC113996205"
"KCTD9","KCTD9","4","Y","LOC113996219"
"TUBB","TUBB","4","Y","LOC113996267"
"HPS5","LOC113996286","1","Y","LOC113996286"
"LDHA","LDHA","4","Y","LOC113996285"
"KIAA0753","KIAA0753","3","Y","LOC113996333"
"FHOD3","FHOD3","3","Y","LOC113996409"
"DACH2","DACH2","3","Y","LOC113996429"
"LRRFIP1","LRRFIP1","3","Y","LOC113996446"
"RFLNA","RFLNA","4","Y","LOC113996506"
"EIF1AX","EIF1AX","3","Y","LOC113996508"
"FLRT1","FLRT1","4","Y","LOC113996609"
"MTHFD2","MTHFD2","4","Y","LOC113996624"
"SPTBN2","SPTBN2","3","Y","LOC113996649"
"SMAD4","SMAD4","4","Y","LOC113996660"
"RARG","RARG","2","Y","LOC113996667"
"RPS16","RPS16","4","Y","LOC113996674"
"CPEB2","CPEB2","2","Y","LOC113996700"
"PANK1","PANK1","2","Y","LOC113996702"
"SEPTIN12","SEPT12","2","Y","LOC113996768"
"WDR90","WDR90","2","Y","LOC113996763"
"NME3","NME3","4","Y","LOC113996758"
"MAPK8IP3","MAPK8IP3","3","Y","LOC113996738"
"HRASLS","HRASLS","2","Y","LOC113996789"
"LRRC15","LRRC15","3","Y","LOC113996800"
"GP5","GP5","3","Y","LOC113996792"
"BDH1","BDH1","4","Y","LOC113996794"
"ADH1C","ADH1C","3","Y","LOC113996821"
"GTF3C2","GTF3C2","4","Y","LOC113996853"
"ILVBL","ILVBL","3","Y","LOC113996863"
"ACTN4","ACTN4","4","Y","LOC113996864"
"SSBP4","SSBP4","2","Y","LOC113996888"
"NUP42","NUP42","3","Y","LOC113996941"
"NUPL2","NUPL2","2","Y","LOC113996942"
"FIZ1","LOC113996986","1","Y","LOC113996986"
"NAPB","NAPB","4","Y","LOC113997049"
"NKX2-2","NKX2-2","4","Y","LOC113997043"
"NCOA1","NCOA1","4","Y","LOC113997056"
"PLCB1","PLCB1","3","Y","LOC113997129"
"AHSA2","AHSA2","3","Y","LOC113997062"
"FBXW4","FBXW4","4","Y","LOC113997070"
"CYP17A1","CYP17A1","4","Y","LOC113997118"
"SORCS3","SORCS3","4","Y","LOC113997131"
"USP12","USP12","3","Y","LOC113997178"
"RASL11A","RASL11A","4","Y","LOC113997168"
"KDR","KDR","3","Y","LOC113997171"
"CENPC","CENPC","3","Y","LOC113997190"
"PIEZO1","PIEZO1","3","Y","LOC113997205"
"ANKRD26","ANKRD26","4","Y","LOC113997212"
"PPP5C","PPP5C","2","Y","LOC113997232"
"MAF1","MAF1","4","Y","LOC113997294"
"EXOSC8","EXOSC8","4","Y","LOC113997303"
"KLHL1","KLHL1","4","Y","LOC113997304"
"ANKRD26","ANKRD26","4","Y","LOC113997335"
"ANKRD26","ANKRD26","4","Y","LOC113997328"
"CNTN5","CNTN5","4","Y","LOC113997350"
"U2AF2","U2AF2","4","Y","LOC113997351"
"H4C12","LOC113997386","1","Y","LOC113997386"
"H3C14","LOC100857439","2","Y","LOC113997376"
"HIST1H110","HIST1H110","2","Y","LOC113997371"
"HIST1H2B7L4","HIST1H2B7L4","2","Y","LOC113997383"
"H2AW","LOC113997381","1","Y","LOC113997381"
"H4C12","LOC113997390","1","Y","LOC113997390"
"H4C12","LOC113997388","1","Y","LOC113997388"
"H2AW","LOC113997379","1","Y","LOC113997379"
"H2BC21","H2BC21","2","Y","LOC113997382"
"H3C14","LOC113997374","1","Y","LOC113997374"
"H4C12","LOC113997387","1","Y","LOC113997387"
"HISTH1","HISTH1","2","Y","LOC113997373"
"HIST1H2A4","HIST1H2A4","2","Y","LOC113997380"
"ANKS1B","ANKS1B","4","Y","LOC113997404"
"ATCAY","LOC113997416","1","Y","LOC113997416"
"CEL","CEL","4","Y","LOC113997469"
"INVS","INVS","4","Y","LOC113997492"
"TUBAL3","TUBAL3","3","Y","LOC113997520"
"UCN3","UCN3","4","Y","LOC113997521"
"SSNA1","LOC771190","2","Y","LOC113997525"
"PNPLA7","PNPLA7","4","Y","LOC113997526"
"HYDIN","HYDIN","4","Y","LOC113997531"
"GPN1","GPN1","3","Y","LOC113997537"
"DYNC2H1","DYNC2H1","3","Y","LOC113997538"
"GABRG3","GABRG3","4","Y","LOC113997560"
"SURF1","SURF1","4","Y","LOC113997612"
"PGA5","PGA5","2","Y","LOC113997631"
"GALC","GALC","3","Y","LOC113997666"
"POLR2A","POLR2A","2","Y","LOC113997733"
"ATP9B","ATP9B","3","Y","LOC113997736"
"ZC3H3","ZC3H3","4","Y","LOC113997739"
"RNF20","RNF20","3","Y","LOC113997743"
"VDAC2","LOC113997745","1","Y","LOC113997745"
"UCKL1","UCKL1","3","Y","LOC113997781"
"SDK1","SDK1","4","Y","LOC113997805"
"KCNK13","KCNK13","4","Y","LOC113997835"
"EXOC6","EXOC6","4","Y","LOC113997864"
"CADM2","LOC113997868","1","Y","LOC113997868"
"SART1","SART1","2","Y","LOC113997888"
"SART1","LOC113997890","1","Y","LOC113997890"
"TFPI","TFPI","3","Y","LOC113997899"
"HYDIN","HYDIN","4","Y","LOC113997903"
"PDE1C","PDE1C","3","Y","LOC113997906"
"BMP8A","BMP8A","4","Y","LOC113997954"
"NCOA1","NCOA1","4","Y","LOC113998036"
"NEGR1","NEGR1","4","Y","LOC113998038"
"ARHGAP39","ARHGAP39","3","Y","LOC113998064"
"GABRB3","GABRB3","4","Y","LOC113998100"
"GABRG3","GABRG3","4","Y","LOC113998098"
"TMEM45B","TMEM45B","4","Y","LOC113998125"
"UBE2S","UBE2S","4","Y","LOC113998129"
"ZNF648","ZNF648","2","Y","LOC113998197"
"TOR1AIP1","TOR1AIP1","3","Y","LOC113998151"
"TOR1AIP2","TOR1AIP2","2","Y","LOC113998181"
"CUZD1","LOC113998216","1","Y","LOC113998216"
"CSNK2A1","CSNK2A1","2","Y","LOC113998226"
"COL11A1","COL11A1","2","Y","LOC113998261"
"CCDC14","CCDC14","3","Y","LOC113998278"
"UQCR10","UQCR10","4","Y","LOC113998310"
"TUBB4B","TUBB4B","4","Y","LOC113998331"
"COL27A1","LOC113998335","1","Y","LOC113998335"
"UBXN6","UBXN6","3","Y","LOC113998351"
"WDR27","WDR27","4","Y","LOC113998411"
"SARNP","SARNP","4","Y","LOC113998416"
"GDF11","GDF11","4","Y","LOC113998421"
"INPP1","INPP1","3","Y","LOC113998419"
"CD63","CD63","3","Y","LOC113998420"
"BLOC1S1","BLOC1S1","4","Y","LOC113998417"
"HSF1","HSF1","3","Y","LOC113998422"
"KAT5","KAT5","3","Y","LOC113998423"
"FAM166A","FAM166A","3","Y","LOC113998471"
"CHD2","LOC113998490","1","Y","LOC113998490"
"HNRNPM","HNRNPM","4","Y","LOC113998492"
"CHD5","LOC107050721","2","Y","LOC113998501"
"ZBTB34","ZBTB34","4","Y","LOC113998548"
"NOS1AP","NOS1AP","2","Y","LOC113998505"
"B3GNTL","B3GNTL","2","Y","LOC113998538"
"SHARPIN","SHARPIN","2","Y","LOC113998583"
"TSNARE1","TSNARE1","3","Y","LOC113998629"
"ATP8A2","ATP8A2","3","Y","LOC113998649"
"TSNARE1","TSNARE1","3","Y","LOC113998659"
"PC","PC","4","Y","LOC113998675"
"RPS6KA2","RPS6KA2","3","Y","LOC113998678"
"MDGA2","MDGA2","3","Y","LOC113998710"
"DPYSL2","DPYSL2","4","Y","LOC113998718"
"TNN","TNN","4","Y","LOC113998728"
"KDM6B","KDM6B","2","Y","LOC113998736"
"LRRC32","LRRC32","3","Y","LOC113998738"
"GALNT1","GALNT1","3","Y","LOC113998744"
"RELN","RELN","4","Y","LOC113998756"
"THSD4","THSD4","3","Y","LOC113998785"
"OR12D1","OR12D1","2","Y","LOC113998801"
"RPS17","RPS17","4","Y","LOC113998810"
"RPL8","RPL8","4","Y","LOC113998898"
"CYBB","CYBB","4","Y","LOC113998942"
"IGFBP1","IGFBP1","4","Y","LOC113998959"
"EML6","EML6","3","Y","LOC113998968"
"ALDH3B1","ALDH3B1","4","Y","LOC113998979"
"ALDH3B1","ALDH3B1","4","Y","LOC113998978"
"FNTB","FNTB","4","Y","LOC113998982"
"LAMA4","LAMA4","3","Y","LOC113999000"
"GFPT1","GFPT1","4","Y","LOC113999007"
"KANK3","KANK3","2","Y","LOC113999018"
"KCNV2","KCNV2","4","Y","LOC113999041"
"EPHB1","EPHB1","3","Y","LOC113999057"
"KLHL32","KLHL32","3","Y","LOC113999075"
"KLHL32","KLHL32","3","Y","LOC113999070"
"UTRN","UTRN","3","Y","LOC113999078"
"HAUS5","HAUS5","2","Y","LOC113999107"
"ANKRD26","ANKRD26","4","Y","LOC113999106"
"LMO7","LMO7","3","Y","LOC113999119"
"KCTD9","KCTD9","4","Y","LOC113999125"
"RETSAT","RETSAT","4","Y","LOC113999127"
"BOP1","BOP1","3","Y","LOC113999159"
"SLBP","SLBP","4","Y","LOC113999171"
"DAPK3","LOC113999202","1","Y","LOC113999202"
"CERS2","CERS2","3","Y","LOC113999229"
"AQP5","AQP5","4","Y","LOC113999239"
"WNK3","WNK3","2","Y","LOC113999252"
"GRM4","GRM4","2","Y","LOC113999246"
"ABT1","ABT1","2","Y","LOC113999249"
"POT1","POT1","3","Y","LOC113999294"
"MFSD14B","MFSD14B","2","Y","LOC113999282"
"EPHB1","EPHB1","3","Y","LOC113999307"
"TAGLN","TAGLN","3","Y","LOC113999348"
"PLXDC1","PLXDC1","3","Y","LOC113999350"
"VPS28","VPS28","2","Y","LOC113999365"
"PPP1R37","PPP1R37","2","Y","LOC113999388"
"HAUS5","HAUS5","2","Y","LOC113999391"
"XKR6","XKR6","3","Y","LOC113999393"
"SAE1","SAE1","3","Y","LOC113999401"
"RDH14","RDH14","4","Y","LOC113999436"
"NT5C1B","NT5C1B","4","Y","LOC113999435"
"PEX6","PEX6","3","Y","LOC113999452"
"NPAS4","NPAS4","3","Y","LOC113999457"
"PACS1","PACS1","3","Y","LOC113999444"
"CUL9","CUL9","3","Y","LOC113999442"
"CUL9","CUL9","3","Y","LOC113999445"
"TMEM221","TMEM221","4","Y","LOC113999462"
"CTNNA2","CTNNA2","4","Y","LOC113999471"
"SMC1A","SMC1A","2","Y","LOC113999502"
"KCNJ12","KCNJ12","3","Y","LOC113999542"
"CYP26C1","CYP26C1","2","Y","LOC113999579"
"CYP26A1","CYP26A1","4","Y","LOC113999589"
"CST3","CST3","4","Y","LOC113999601"
"MROH1","MROH1","2","Y","LOC113999622"
"CSMD2","CSMD2","4","Y","LOC113999639"
"MYH7","MYH7","3","Y","LOC113999652"
"POM121","POM121","3","Y","LOC113999689"
"DNMT1","DNMT1","4","Y","LOC113999691"
"EBF2","LOC113999701","1","Y","LOC113999701"
"FOXO6","FOXO6","4","Y","LOC113999706"
"CRYL1","CRYL1","4","Y","LOC113999737"
"RGPD4","LOC113999752","1","Y","LOC113999752"
"GABRR1","GABRR1","3","Y","LOC113999820"
"GABRR2","GABRR2","3","Y","LOC113999869"
"NOBOX","NOBOX","2","Y","LOC113999897"
"FBXW7","FBXW7","3","Y","LOC113999911"
"LCMT2","LOC113999902","1","Y","LOC113999902"
"ALMS1","ALMS1","3","Y","LOC113999915"
"ADAM33","ADAM33","3","Y","LOC113999916"
"NLGN3","NLGN3","4","Y","LOC113999917"
"COL16A1","COL16A1","3","Y","LOC113999927"
"KIF13A","KIF13A","3","Y","LOC113999929"
"CNTN4","CNTN4","2","Y","LOC113999997"
"NOMO2","LOC114000042","1","Y","LOC114000042"
"ABCC1","ABCC1","3","Y","LOC114000059"
"SHISA9","SHISA9","3","Y","LOC114000047"
"MROH1","MROH1","3","Y","LOC114000088"
"MFAP4","MFAP4","2","Y","LOC114000175"
"PPP1R3E","PPP1R3E","2","Y","LOC114000193"
"CNIH3","CNIH3","3","Y","LOC114000212"
"POLR2A","POLR2A","2","Y","LOC114000273"
"CDH1","CDH1","3","Y","LOC114000287"
"CDH3","CDH3","2","Y","LOC114000290"
"CDH1","CDH1","4","Y","LOC114000289"
"NAALAD2","NAALAD2","2","Y","LOC114000333"
"FOLH1","FOLH1","3","Y","LOC114000332"
"ATAD2","ATAD2","3","Y","LOC114000357"
"PAK3","PAK3","2","Y","LOC114000358"
"SRCIN1","SRCIN1","3","Y","LOC114000362"
"TMEM183A","TMEM183A","4","Y","LOC114000364"
"KRT5","KRT5","3","Y","LOC114000367"
"KRT75","KRT75","3","Y","LOC114000366"
"CORO1C","CORO1C","4","Y","LOC114000376"
"SELPLG","SELPLG","2","Y","LOC114000377"
"SERPINH1","SERPINH1","4","Y","LOC114000379"
"TRIM41","TRIM41","4","Y","LOC114000386"
"NEBL","NEBL","2","Y","LOC114000406"
"NEBL","NEBL","3","Y","LOC114000405"
"GRINA","GRINA","2","Y","LOC114000421"
"SHISA6","SHISA6","3","Y","LOC114000424"
"DNAH9","DNAH9","4","Y","LOC114000425"
"RHPN2","RHPN2","3","Y","LOC114000430"
"HYDIN","HYDIN","4","Y","LOC114000433"
"GRK6","GRK6","4","Y","LOC114000489"
"SLC39A3","SLC39A3","3","Y","LOC114000513"
"MARK2","MARK2","4","Y","LOC114000515"
"RCOR2","RCOR2","2","Y","LOC114000516"
"CACNA1A","CACNA1A","2","Y","LOC114000517"
"UBE2E2","UBE2E2","3","Y","LOC114000521"
"PDE1C","PDE1C","3","Y","LOC114000548"
"POLD1","POLD1","2","Y","LOC114000574"
"BLOC1S5","BLOC1S5","5","N","BLOC1S5"
"GST2L","GST2L","2","Y","LOC114000645"
"SYDE1","SYDE1","3","Y","LOC114000653"
"TRIM7","TRIM7","2","Y","LOC114000654"
"KLHL10","KLHL10","4","Y","LOC114000708"
"TRABD2A","TRABD2A","3","Y","LOC114000702"
"TMEM271","TMEM271","2","Y","LOC114000714"
"MAT2A","MAT2A","3","Y","LOC114000690"
"JUN","JUN","2","Y","LOC114000703"
"CACNA1F","CACNA1F","2","Y","LOC114000731"
"ODF3B","ODF3B","2","Y","LOC114000737"
"FLOT1","FLOT1","4","Y","LOC114000754"
"BLOC1S4","BLOC1S4","5","N","BLOC1S4"
"MBP","MBP","4","Y","LOC114000755"
"FAM26D","FAM26D","2","Y","LOC114000778"
"KLK11","LOC114000786","1","Y","LOC114000786"
"AP3S2","AP3S2","3","Y","LOC114000804"
"ARHGAP36","ARHGAP36","2","Y","LOC114000838"
"POU4F1","POU4F1","2","Y","LOC114000843"
"EDNRB","EDNRB","4","Y","LOC114000846"
"COL12A1","COL12A1","3","Y","LOC114000864"
"LRFN3","LRFN3","3","Y","LOC114000969"
"TIMELESS","TIMELESS","3","Y","LOC114000971"
"KIF6","KIF6","3","Y","LOC114000985"
"KCNK16","KCNK16","3","Y","LOC114000984"
"KCNK17","KCNK17","4","Y","LOC114000986"
"EPB42","EPB42","3","Y","LOC114001063"
"GLUD1","GLUD1","4","Y","LOC114001157"
"KLHL10","KLHL10","3","Y","LOC114001167"
"NT5C3B","NT5C3B","4","Y","LOC114001163"
"ZC3HC1","ZC3HC1","4","Y","LOC114001178"
"UBE2H","UBE2H","4","Y","LOC114001177"
"SF3B2","SF3B2","2","Y","LOC114001220"
"PHTF2","PHTF2","2","Y","LOC114001229"
"HYDIN","HYDIN","4","Y","LOC114001265"
"CENPC","CENPC","3","Y","LOC114001298"
"GRID1","GRID1","2","Y","LOC114001303"
"CAND2","CAND2","2","Y","LOC114001307"
"PIF1","PIF1","2","Y","LOC114001320"
"SND1","SND1","2","Y","LOC114001399"
"NRK","NRK","2","Y","LOC114001432"
"CHST13","CHST13","2","Y","LOC114001489"
"EXOC6","EXOC6","4","Y","LOC114001550"
"AUH","AUH","4","Y","LOC114001562"
"MBP","MBP","4","Y","LOC114001565"
"ANKRD26","ANKRD26","4","Y","LOC114001566"
"ANKRD26","ANKRD26","4","Y","LOC114001580"
"CCDC120","LOC114001583","1","Y","LOC114001583"
"FKBP15","FKBP15","3","Y","LOC114001586"
"PNPLA7","PNPLA7","4","Y","LOC114001589"
"USF1","USF1","3","Y","LOC114001595"
"EVI5L","EVI5L","2","Y","LOC114001597"
"GRIK3","GRIK3","3","Y","LOC114001611"
"HYDIN","HYDIN","4","Y","LOC114001631"
"CHIA","CHIA","3","Y","LOC114001648"
"CHIA","CHIA","3","Y","LOC114001646"
"TSPO","TSPO","4","Y","LOC114001645"
"MUSK","MUSK","4","Y","LOC114001703"
"PIK3R3","PIK3R3","3","Y","LOC114001708"
"HECTD3","HECTD3","3","Y","LOC114001797"
"KLF-4","KLF-4","2","Y","LOC114001758"
"PIF1","PIF1","3","Y","LOC114001738"
"F3","LOC114001804","1","Y","LOC114001804"
"CLASRP","CLASRP","2","Y","LOC114001825"
"RELB","RELB","2","Y","LOC114001824"
"UNC13A","UNC13A","3","Y","LOC114001826"
"TLR2","TLR2","4","Y","LOC114001832"
"TSHR","TSHR","4","Y","LOC114001840"
"COL15A1","COL15A1","2","Y","LOC114001849"
"TGFBR1","TGFBR1","4","Y","LOC114001848"
"UNC13A","UNC13A","3","Y","LOC114001855"
"POLR3C","POLR3C","2","Y","LOC114001863"
"SNRNP70","SNRNP70","2","Y","LOC114001870"
"MAZ","MAZ","4","Y","LOC114001874"
"RBMS3","RBMS3","3","Y","LOC114001925"
"RASSF10","RASSF10","4","Y","LOC114001932"
"RYR1","RYR1","3","Y","LOC114001935"
"ZNF185","ZNF185","3","Y","LOC114001936"
"AMY2A","AMY2A","3","Y","LOC114001938"
"AMY1A","AMY1A","2","Y","LOC114001939"
"COL11A1","COL11A1","2","Y","LOC114001942"
"PLEC","LOC114001953","1","Y","LOC114001953"
"FBH1","FBH1","2","Y","LOC114001954"
"FBXL21","FBXL21","3","Y","LOC114002020"
"MACROH2A1","MACROH2A1","2","Y","LOC114001989"
"SLC22A4","SLC22A4","3","Y","LOC114001992"
"SLC22A5","SLC22A5","3","Y","LOC114001995"
"RPS16","RPS16","4","Y","LOC114002081"
"DSCAM","DSCAM","4","Y","LOC114002067"
"ASB13","ASB13","4","Y","LOC114002087"
"ZNF185","ZNF185","3","Y","LOC114002125"
"CETN2","CETN2","3","Y","LOC114002134"
"FLNA","FLNA","2","Y","LOC114002136"
"ALDOC","ALDOC","4","Y","LOC114002137"
"ROR1","ROR1","4","Y","LOC114002148"
"JAK1","JAK1","4","Y","LOC114002145"
"TESC","TESC","4","Y","LOC114002160"
"BDH1","BDH1","2","Y","LOC114002183"
"CDKN2B","CDKN2B","3","Y","LOC114002226"
"CDKN2B","CDKN2B","3","Y","LOC114002219"
"PDSS2","PDSS2","4","Y","LOC114002237"
"SGK3","SGK3","4","Y","LOC114002258"
"SETDB1","SETDB1","3","Y","LOC114002334"
"WNT9A","WNT9A","4","Y","LOC114002347"
"RNF144B","RNF144B","3","Y","LOC114002376"
"ZFHX3","ZFHX3","3","Y","LOC114002405"
"OLFM2","OLFM2","3","Y","LOC114002414"
"GUCY1A2","GUCY1A2","4","Y","LOC114002426"
"KIF4A","KIF4A","3","Y","LOC114002429"
"ATP5MC2","ATP5MC2","2","Y","LOC114002434"
"UNC13B","UNC13B","2","Y","LOC114002475"
"ATP8B4","ATP8B4","2","Y","LOC114002464"
"CECR5","CECR5","3","Y","LOC114002519"
"BLOC1S3","BLOC1S3","4","N","BLOC1S3"
"MYH13","MYH13","3","Y","LOC114002584"
"MYH1","MYH1","3","Y","LOC114002583"
"MYH1","MYH1","2","Y","LOC114002581"
"MYH1","MYH1","3","Y","LOC114002580"
"TMEM221","TMEM221","4","Y","LOC114002592"
"ZYG11B","ZYG11B","3","Y","LOC114002630"
"CYP2J2","CYP2J2","4","Y","LOC114002604"
"CYP2J2","CYP2J2","4","Y","LOC114002601"
"CYP2J2","CYP2J2","4","Y","LOC114002603"
"CYP2J2","CYP2J2","4","Y","LOC114002602"
"FKBP14","FKBP14","4","Y","LOC114002684"
"IFNAR2","IFNAR2","4","Y","LOC114002687"
"GRM3","GRM3","3","Y","LOC114002719"
"HNMT","HNMT","4","Y","LOC114002755"
"F3","LOC114002750","1","Y","LOC114002750"
"SDR16C5","SDR16C5","3","Y","LOC114002778"
"SOX17","SOX17","3","Y","LOC114002783"
"CDH10","CDH10","4","Y","LOC114002819"
"ATAD2B","LOC114002866","1","Y","LOC114002866"
"OPN5","OPN5","4","Y","LOC114002880"
"SCT","SCT","2","Y","LOC114002923"
"ASTN2","ASTN2","4","Y","LOC114002934"
"KIF3C","KIF3C","4","Y","LOC114002970"
"DTNB","DTNB","3","Y","LOC114002984"
"H3F3B","H3F3B","3","Y","LOC114003029"
"CD300LG","CD300LG","2","Y","LOC114003132"
"MYCBPAP","MYCBPAP","2","Y","LOC114003116"
"ANKRD40","ANKRD40","4","Y","LOC114003188"
"SAMD9","SAMD9","2","Y","LOC114003071"
"SMG9","SMG9","2","Y","LOC114003200"
"FUS","FUS","3","Y","LOC114003209"
"DTNB","DTNB","3","Y","LOC114003216"
"ASXL2","ASXL2","4","Y","LOC114003240"
"GATA3","GATA3","3","Y","LOC114003293"
"PLA2G4B","PLA2G4B","3","Y","LOC114003310"
"TMEM151B","TMEM151B","3","Y","LOC114003306"
"HYDIN","HYDIN","4","Y","LOC114003338"
